pmid	geneId	diseaseId	gene_name	disease_name	label	pred	prob	is_confilct	r1_label	comment	sure	Ann error (GD/ikrm)	Complex(m, M, L, n,  S, C)	Have -	Have +	S no strong	In which snt (0, e, 1, m, bg|d)	snt
14512715	348	D015140	ApoE | Apolipoprotein E | apolipoprotein E	vascular dementia	1	0	0.02161524259	1	0		1	Dk		1			e	The present study demonstrates a strong association between the ApoE epsilon4 allele and AD, but not between the ApoE epsilon4 allele and VaD.
14517949	64324	C537340	NSD1	autosomal dominant overgrowth syndrome	0	0	0.005577010568	0										
14517949	64324	D008607	NSD1	mental retardation	0	0	0.004453575704	0										
14517949	64324	D019465	NSD1	craniofacial dysmorphic features	0	0	0.004662882537	0										
14517949	64324	D058495	NSD1	Sotos syndrome | haploinsufficiency	1	1	0.906263113	0										
14518562	5743	D000544	COX-2 | cyclooxygenase-2	AD	0	1	0.9594239593	1	0			Di						
14518562	5743	D004827	COX-2 | cyclooxygenase-2	behavioral seizures	0	0	0.008552130312	0										
14518562	5743	D012640	COX-2 | cyclooxygenase-2	convulsions | seizure | seizures	1	1	0.9906715155	0										
14555511	672	D006432	BRCA1 | BRCA1 and 2	HH	0	1	0.8762990832	1	0			Di						
14555511	672	D010051	BRCA1 | BRCA1 and 2	epithelial ovarian cancer | invasive epithelial ovarian cancer | ovarian cancer	1	1	0.9944816828	0										
14555511	672	D061325	BRCA1 | BRCA1 and 2	breast and ovarian cancer	0	0	0.01990503445	0										
14555511	675	D006432	BRCA2	HH	0	1	0.9821096659	1	0			Di						
14555511	675	D010051	BRCA2	epithelial ovarian cancer | invasive epithelial ovarian cancer | ovarian cancer	1	1	0.9712976217	0										
14555511	675	D061325	BRCA2	breast and ovarian cancer	0	0	0.3396037519	0										
14616291	1234	D009103	CCR5 | chemokine receptor-5	multiple sclerosis	1	1	0.9638826251	0										
14616291	1234	D009369	CCR5 | chemokine receptor-5	tumor	0	0	0.00669845473	0										
14616291	1493	D009103	CTLA-4	multiple sclerosis	1	1	0.9561531544	0										
14616291	1493	D009369	CTLA-4	tumor	0	0	0.003605774604	0										
14616291	3586	D009103	IL-10 | interleukin-10	multiple sclerosis	1	1	0.9867406487	0										
14616291	3586	D009369	IL-10 | interleukin-10	tumor	0	0	0.00489165727	0										
14616291	7124	D009103	TNFalpha	multiple sclerosis	1	1	0.7705481648	0										
14616291	7124	D009369	TNFalpha	tumor	0	0	0.003126272233	0										
14633711	6528	D007239	NIS	multiplicity of infection	0	0	0.01490902435	0										
14633711	6528	D009369	NIS	cancer | tumor	0	0	0.01338235568	0										
14633711	6528	D011471	NIS	Prostate cancer | prostate cancer	1	1	0.9945874214	0										
14633711	6528	D011472	NIS	non-prostate tumor	0	0	0.01259866171	0										
14644396	2944	D003327	GSTM1	coronary heart disease	0	0	0.07863702625	0										
14644396	2944	D007249	GSTM1	inflammation	0	1	0.9864576459	1	1								e	The results of this study provide some limited evidence that GSTM1 and GSTT1 polymorphisms modify the effect of smoking on inflammation
14644396	2944	D014842	GSTM1	von Willebrand	0	0	0.2048287243	0										
14644396	2944	D050197	GSTM1	atherosclerosis	1	0	0.1449009329	1	0									
14644396	2952	D003327	GSTT1 | GSTT1-1	coronary heart disease	0	0	0.107394889	0										
14644396	2952	D007249	GSTT1 | GSTT1-1	inflammation	0	1	0.9894757271	1	1								e	The results of this study provide some limited evidence that GSTM1 and GSTT1 polymorphisms modify the effect of smoking on inflammation
14644396	2952	D014842	GSTT1 | GSTT1-1	von Willebrand	0	0	0.02333126962	0										
14644396	2952	D050197	GSTT1 | GSTT1-1	atherosclerosis	1	0	0.07758587599	1	0									
14644396	3383	D003327	ICAM-1	coronary heart disease	0	0	0.003629457671	0										
14644396	3383	D007249	ICAM-1	inflammation	0	0	0.02130271681	0										
14644396	3383	D014842	ICAM-1	von Willebrand	0	0	0.007615154143	0										
14644396	3383	D050197	ICAM-1	atherosclerosis	0	0	0.006356555037	0										
14644396	373156	D003327	GSTs | Glutathione-S-transferase	coronary heart disease	0	0	0.002743364545	0										
14644396	373156	D007249	GSTs | Glutathione-S-transferase	inflammation	0	0	0.01041222923	0										
14644396	373156	D014842	GSTs | Glutathione-S-transferase	von Willebrand	0	0	0.003122694092	0										
14644396	373156	D050197	GSTs | Glutathione-S-transferase	atherosclerosis	0	0	0.006430734415	0										
14644396	7412	D003327	VCAM-1	coronary heart disease	0	0	0.003160737455	0										
14644396	7412	D007249	VCAM-1	inflammation	0	0	0.01269822195	0										
14644396	7412	D014842	VCAM-1	von Willebrand	0	0	0.004957051948	0										
14644396	7412	D050197	VCAM-1	atherosclerosis	0	0	0.004988343455	0										
14669219	2984	D029424	GCC	chronic obstructive pulmonary disease	0	0	0.02512442879	0										
14669219	3586	D029424	IL-10 | interleukin-10	chronic obstructive pulmonary disease	1	1	0.9911455512	0										
14681904	1814	D003072	DRD3	cognitive dysfunctions	0	1	0.9000700712	1	0									
14681904	1814	D012559	DRD3	schizophrenia	1	1	0.9897910953	0										
14681904	1814	D012735	DRD3	dysfunctions	0	0	0.06855590641	0										
14681904	6531	D003072	DAT | dopamine transporter	cognitive dysfunctions	0	1	0.9311776757	1	0									
14681904	6531	D012559	DAT | dopamine transporter	schizophrenia	1	1	0.9759395123	0										
14681904	6531	D012735	DAT | dopamine transporter	dysfunctions	0	0	0.02257520892	0										
14687815	23436	D002114	Fecal elastase 1	calcifications	0	0	0.005396125838	0										
14687815	23436	D003920	Fecal elastase 1	Diabetic | diabetes mellitus | diabetic	0	0	0.004078968894	0										
14687815	23436	D003967	Fecal elastase 1	diarrhea	0	0	0.004735103808	0										
14687815	23436	D007153	Fecal elastase 1	immunodeficiency	0	0	0.004363359883	0										
14687815	23436	D009369	Fecal elastase 1	cancer	0	0	0.005383796524	0										
14687815	23436	D010188	Fecal elastase 1	Pancreatic exocrine insufficiency | pancreatic exocrine insufficiency | pancreatic insufficiency	1	0	0.1043562815	1	1								m	Diagnosis of pancreatic insufficiency was established for a fecal E1 &lt;200 microg/g.
14687815	23436	D010190	Fecal elastase 1	pancreas	0	0	0.005051998422	0										
14687815	23436	D010195	Fecal elastase 1	pancreatitis	0	0	0.004397757817	0										
14702425	1401	D003920	C-reactive protein	diabetes	0	0	0.003158651292	0										
14702425	1401	D007249	C-reactive protein	inflammation	0	0	0.05421225354	0										
14702425	1401	D050197	C-reactive protein	Atherosclerosis | atherosclerosis	0	0	0.05703414604	0										
14702425	240	D003920	5-lipoxygenase | Arachidonate 5-lipoxygenase	diabetes	0	0	0.01057123765	0										
14702425	240	D007249	5-lipoxygenase | Arachidonate 5-lipoxygenase	inflammation	0	1	0.8196336627	1	1				n				e	Variant 5-lipoxygenase genotypes identify a subpopulation with increased atherosclerosis. The observed diet-gene interactions further suggest that dietary n-6 polyunsaturated fatty acids promote, whereas marine n-3 fatty acids inhibit, leukotriene-mediated inflammation that leads to atherosclerosis in this subpopulation.
14702425	240	D050197	5-lipoxygenase | Arachidonate 5-lipoxygenase	Atherosclerosis | atherosclerosis	1	1	0.9914190769	0										
14765395	64127	D003424	CARD15 | NOD2	Crohn's disease	1	1	0.9811385274	0										
14961299	5925	D006528	Rb | retinoblastoma	hepatocellular carcinoma	1	0	0.4581416249	1	1	only	1						1bg	Alterations in the retinoblastoma ( Rb) gene have been correlated with a large number and wide variety of human tumors, including hepatocellular carcinoma.
14961299	5925	D008113	Rb | retinoblastoma	liver tumor | liver tumors | medaka liver tumors	0	1	0.989359498	1	1		1						0	Retinoblastoma gene mutations in chemically induced liver tumor samples of Japanese medaka
14961299	5925	D009369	Rb | retinoblastoma	tumors	0	0	0.0189441219	0										
14961299	5925	D012175	Rb | retinoblastoma	Retinoblastoma	0	0	0.008272243664	0										
14968442	2944	D009369	GSTM1	cancer	0	0	0.02034218609	0										
14968442	2944	D011471	GSTM1	prostate cancer	0	1	0.967074573	1	0					1			m	No increased PC risk was observed for men carrying any of the GSTM1 or GSTT1 genotypes
14968442	2944	D015324	GSTM1	PC disease	0	0	0.04319090024	0										
14968442	2947	D009369	GSTM3	cancer	0	0	0.01278920751	0										
14968442	2947	D011471	GSTM3	prostate cancer	1	1	0.971744895	0										
14968442	2947	D015324	GSTM3	PC disease	0	0	0.02117476799	0										
14968442	2952	D009369	GSTT1	cancer	0	0	0.03816018999	0										
14968442	2952	D011471	GSTT1	prostate cancer	0	1	0.9828723073	1	1	only	1						e	GSTT1 null was overrepresented in men with advanced PC disease
14968442	2952	D015324	GSTT1	PC disease	0	1	0.7978417873	1	1	only	1						e	GSTT1 null was overrepresented in men with advanced PC disease
14968442	373156	D009369	GST | Glutathione S-transferase	cancer	0	0	0.002680345671	0										
14968442	373156	D011471	GST | Glutathione S-transferase	prostate cancer	0	0	0.009249725379	0										
14968442	373156	D015324	GST | Glutathione S-transferase	PC disease	0	0	0.003142853966	0										
14974917	367	D003251	AR | androgen receptor	stenosis	0	0	0.04028816521	0										
14974917	367	D003324	AR | androgen receptor	coronary artery disease	1	1	0.986412406	0										
15007136	5048	D054221	LIS1	classic lissencephaly | lissencephaly and subcortical band heterotopia | subcortical band heterotopia	1	1	0.9855216146	0										
15023552	3779	C537034	beta1	LQT3	0	0	0.002725333674	0										
15023552	3779	D001145	beta1	arrhythmia syndromes	0	0	0.002765904879	0										
15023552	3779	D008133	beta1	congenital long QT syndrome	0	0	0.00283439015	0										
15023552	3779	D014693	beta1	ventricular fibrillation	0	0	0.005053072702	0										
15023552	3779	D053840	beta1	Brugada syndrome	0	0	0.006730922032	0										
15023552	3779	OMIM:610141	beta1	HV interval delay	0	0	0.003133693011	0										
15023552	6331	C537034	SCN5A | hNav1.5	LQT3	0	0	0.04030063748	0										
15023552	6331	D001145	SCN5A | hNav1.5	arrhythmia syndromes	0	0	0.1523059756	0										
15023552	6331	D008133	SCN5A | hNav1.5	congenital long QT syndrome	0	0	0.4337876737	0										
15023552	6331	D014693	SCN5A | hNav1.5	ventricular fibrillation	0	1	0.5537043214	1	0									
15023552	6331	D053840	SCN5A | hNav1.5	Brugada syndrome	1	1	0.9855819345	0										
15023552	6331	OMIM:610141	SCN5A | hNav1.5	HV interval delay	0	0	0.03685230017	0										
15083068	7421	D001943	VDR | Vitamin D receptor | vitamin D receptor	breast cancer	1	1	0.9942990541	0										
15083068	7421	D010024	VDR | Vitamin D receptor | vitamin D receptor	osteoporosis	0	1	0.8585225344	1	0									
15083068	7421	D011471	VDR | Vitamin D receptor | vitamin D receptor	prostate cancer	0	1	0.5343074203	1	0									
15088107	107794811	D002318	GST | Glutathione S-transferase	cardiovascular disease	0	0	0.01342311967	0										
15088107	107794811	D003324	GST | Glutathione S-transferase	Coronary artery disease | coronary artery disease	0	0	0.1196863279	0										
15088107	107794811	D003327	GST | Glutathione S-transferase	coronary heart disease	0	0	0.002827032935	0										
15088107	107794811	D009203	GST | Glutathione S-transferase	myocardial infarction	0	0	0.003428906668	0										
15088107	107794811	D058226	GST | Glutathione S-transferase	coronary atheroma	0	0	0.002968475688	0										
15088107	2944	D002318	GSTM1	cardiovascular disease	0	0	0.1219963804	0										
15088107	2944	D003324	GSTM1	Coronary artery disease | coronary artery disease	1	1	0.9685339332	0										
15088107	2944	D003327	GSTM1	coronary heart disease	0	0	0.03506623581	0	1		1						m	We found that the null GSTM1 and GSTT1 genotypes were associated with an increase in the risk of developing coronary heart disease
15088107	2944	D009203	GSTM1	myocardial infarction	1	0	0.01894432493	1	0									
15088107	2944	D058226	GSTM1	coronary atheroma	0	0	0.0126088988	0										
15088107	2952	D002318	GSTT1	cardiovascular disease	0	0	0.02078487724	0										
15088107	2952	D003324	GSTT1	Coronary artery disease | coronary artery disease	1	1	0.9390169978	0										
15088107	2952	D003327	GSTT1	coronary heart disease	0	0	0.06048609316	0	1		1						m	We found that the null GSTM1 and GSTT1 genotypes were associated with an increase in the risk of developing coronary heart disease
15088107	2952	D009203	GSTT1	myocardial infarction	1	0	0.01309774909	1	0									
15088107	2952	D058226	GSTT1	coronary atheroma	0	0	0.00941677019	0										
15088107	373156	D002318	Glutathione S-transferase	cardiovascular disease	0	0	0.003932027612	0										
15088107	373156	D003324	Glutathione S-transferase	Coronary artery disease | coronary artery disease	0	1	0.6093105078	1	1		1						0	Glutathione S-transferase gene polymorphism as a susceptibility factor in smoking-related coronary artery disease.
15088107	373156	D003327	Glutathione S-transferase	coronary heart disease	0	0	0.002766960301	0										
15088107	373156	D009203	Glutathione S-transferase	myocardial infarction	0	0	0.003243075218	0										
15088107	373156	D058226	Glutathione S-transferase	coronary atheroma	0	0	0.002892175922	0										
15108192	93986	D001321	FOXP2	autism | autistic disorder	1	1	0.994630456	0										
15108192	93986	D007806	FOXP2	language disorder	0	1	0.6047984958	1	0									
15121491	1636	D006333	ACE | Angiotensin-converting enzyme	chronic heart failure | heart failure	1	1	0.9928261042	0										
15129790	1636	D003324	Angiotensin-converting enzyme | angiotensin-converting enzyme	atherosclerotic coronary artery disease | coronary artery disease	1	1	0.991992712	0										
15166293	2847	D004342	MCHR1	hypersensitivity	0	0	0.003720218316	0										
15166293	2847	D006963	MCHR1	hyperphagia	0	0	0.003126569325	0										
15166293	2847	D007029	MCHR1	hypothalamus	0	0	0.005203389097	0										
15166293	2847	D009765	MCHR1	obesity | obesity must	1	0	0.1838235706	1	1		1						m	Among 106 subjects with severe early onset obesity and a history of hyperphagia, we found two missense variants in MCHR1: Y181H and R248Q.
15166293	5367	D004342	MCH | Melanin-concentrating hormone	hypersensitivity	0	0	0.007384452038	0										
15166293	5367	D006963	MCH | Melanin-concentrating hormone	hyperphagia	0	0	0.004563182127	0										
15166293	5367	D007029	MCH | Melanin-concentrating hormone	hypothalamus	0	0	0.491007179	0										
15166293	5367	D009765	MCH | Melanin-concentrating hormone	obesity | obesity must	0	1	0.9908192754	1	1							1	e	In conclusion, mutations in the MCH receptors are not commonly found in humans with severe early onset obesity.
15166293	84539	D004342	MCHR2	hypersensitivity	0	0	0.003815875156	0										
15166293	84539	D006963	MCHR2	hyperphagia	0	0	0.00287940749	0										
15166293	84539	D007029	MCHR2	hypothalamus	0	0	0.00529392669	0										
15166293	84539	D009765	MCHR2	obesity | obesity must	0	0	0.05367313698	0										
15173859	4513	D015179	COX2	colorectal cancer | colorectal cancers	0	1	0.5781834126	1	0									
15173859	5743	D015179	PTGS2 | cyclooxygenase 2	colorectal cancer | colorectal cancers	1	1	0.9946054816	0										
15179015	10194	D011605	CAA	psychotic disorders	0	0	0.03984572738	0										
15179015	10194	D012559	CAA	paranoid schizophrenic | schizophrenia | schizophrenic	0	1	0.9181381464	1	1								m	However, in the subtype of paranoid schizophrenic patients, we found that the (CAA)(3)/(CAA)(5) heterozygotes were more often represented.
15179015	2932	D011605	GSK-3beta	psychotic disorders	0	0	0.06398969144	0										
15179015	2932	D012559	GSK-3beta	paranoid schizophrenic | schizophrenia | schizophrenic	1	1	0.9367525578	0										
15248218	1555	C564499	CYP2B6	premature ovarian failure	0	0	0.003435185878	0										
15248218	1555	D007676	CYP2B6	ESRD | end-stage renal disease	1	0	0.01088640373	1	1		1						m	In a survival analysis, patients homozygous for CYP2B6*5 (n = 3) or CYP2C19*2 (n = 4) had a higher probability of reaching ESRD
15248218	1555	D008181	CYP2B6	lupus nephritis	0	0	0.3319862485	0										
15248218	1555	D064420	CYP2B6	toxicity	0	0	0.003599112853	0										
15248218	1557	C564499	CYP2C19	premature ovarian failure	0	0	0.02934391424	0										
15248218	1557	D007676	CYP2C19	ESRD | end-stage renal disease	1	0	0.1591909379	1	1		1						m	In a survival analysis, patients homozygous for CYP2B6*5 (n = 3) or CYP2C19*2 (n = 4) had a higher probability of reaching ESRD
15248218	1557	D008181	CYP2C19	lupus nephritis	0	0	0.4901078641	0										
15248218	1557	D064420	CYP2C19	toxicity	0	0	0.008339169435	0										
15248218	1559	C564499	CYP2C9	premature ovarian failure	0	0	0.00357014616	0										
15248218	1559	D007676	CYP2C9	ESRD | end-stage renal disease	0	0	0.007696925197	0										
15248218	1559	D008181	CYP2C9	lupus nephritis	0	0	0.05534054711	0										
15248218	1559	D064420	CYP2C9	toxicity	0	0	0.003727987176	0										
15248218	1577	C564499	CYP3A5	premature ovarian failure	0	0	0.003774045268	0										
15248218	1577	D007676	CYP3A5	ESRD | end-stage renal disease	0	0	0.008648473769	0										
15248218	1577	D008181	CYP3A5	lupus nephritis	0	0	0.07173577696	0										
15248218	1577	D064420	CYP3A5	toxicity	0	0	0.003974090796	0										
15248218	4051	C564499	CYP | Cytochrome P450 | cytochrome P450	premature ovarian failure	0	0	0.003518492915	0										
15248218	4051	D007676	CYP | Cytochrome P450 | cytochrome P450	ESRD | end-stage renal disease	0	0	0.006676326972	0										
15248218	4051	D008181	CYP | Cytochrome P450 | cytochrome P450	lupus nephritis	0	0	0.09592696279	0										
15248218	4051	D064420	CYP | Cytochrome P450 | cytochrome P450	toxicity	0	0	0.003986679483	0										
15267201	7421	D011471	VDR | vitamin D receptor	prostate cancer	1	1	0.9929325581	0										
15271856	6790	D000782	Aurora A | Aurora-A | BTAK | STK15	aneuploidy	0	0	0.2616561651	0										
15271856	6790	D001943	Aurora A | Aurora-A | BTAK | STK15	breast cancer | breast carcinoma	1	1	0.9944928885	0										
15271856	6790	D002277	Aurora A | Aurora-A | BTAK | STK15	ER-carcinomas	0	0	0.008380073123	0										
15271856	6790	D004938	Aurora A | Aurora-A | BTAK | STK15	advanced disease status of esophageal cancer	0	0	0.1971296966	0										
15271856	6790	D009362	Aurora A | Aurora-A | BTAK | STK15	metastasis and disease	0	0	0.006527831312	0										
15271856	6790	D009369	Aurora A | Aurora-A | BTAK | STK15	cancer | cancers | tumors	0	0	0.005723475013	0										
15271856	6790	D061325	Aurora A | Aurora-A | BTAK | STK15	benign breast diseases	0	0	0.01440348756	0										
15312365	4524	D001943	MTHFR | methylenetetrahydrofolate reductase	breast cancer	1	1	0.9949263334	0										
15312365	4524	D009369	MTHFR | methylenetetrahydrofolate reductase	cancer	0	0	0.1693958491	0										
15319168	7124	D003920	TNF-alpha | Tumor necrosis factor-alpha | tumor necrosis factor-alpha	diabetes mellitus	1	0	0.1569191366	1	0									
15319168	7124	D006973	TNF-alpha | Tumor necrosis factor-alpha | tumor necrosis factor-alpha	hypertension	1	0	0.426656872	1	0									
15319168	7124	D009765	TNF-alpha | Tumor necrosis factor-alpha | tumor necrosis factor-alpha	obesity	1	1	0.9912533164	0										
15319168	7124	D050197	TNF-alpha | Tumor necrosis factor-alpha | tumor necrosis factor-alpha	atherosclerosis	0	1	0.9695152044	1	0									
15328537	2010	C579969	emerin	Emerin caps	0	1	0.5321223736	1	0									
15328537	2010	D020389	emerin	X-linked Emery-Dreifuss muscular dystrophy	1	1	0.8210007548	0										
15328537	2934	C579969	gelsolin	Emerin caps	0	0	0.008493880741	0										
15328537	2934	D020389	gelsolin	X-linked Emery-Dreifuss muscular dystrophy	0	0	0.004094887525	0										
15328537	6709	C579969	alphaII-spectrin	Emerin caps	0	0	0.01073737536	0										
15328537	6709	D020389	alphaII-spectrin	X-linked Emery-Dreifuss muscular dystrophy	0	0	0.004538261797	0										
15331147	4023	D000544	LPL | lipoprotein lipase	AD | Alzheimer's disease	1	1	0.9913914204	0										
15374636	2064	D001943	HER-2	breast cancer	1	1	0.9934923053	0										
15385443	51733	C563210	UPB1 | beta-Ureidopropionase | beta-ureidopropionase	beta-ureidopropionase deficiency	1	0	0.058000613	1	1			GDm					m	Our results demonstrate that the N-carbamyl-beta-amino aciduria in these patients is due to a deficiency of beta-ureidopropionase, which is caused by mutations in the UPB1 gene.
15385443	51733	D008661	UPB1 | beta-Ureidopropionase | beta-ureidopropionase	inborn error	0	1	0.8660757542	1	0			Di						
15385443	51733	D009461	UPB1 | beta-Ureidopropionase | beta-ureidopropionase	neurological abnormalities	0	1	0.9851383567	1	0									
15386471	2739	D001321	GLO1 | Glo1 | glyoxalase I	Autism | autism | autism brains	1	1	0.9943722486	0										
15386471	2739	D001523	GLO1 | Glo1 | glyoxalase I	repetitive behaviors	0	0	0.01497251447	0										
15386471	2739	D002658	GLO1 | Glo1 | glyoxalase I	neurodevelopmental disability	0	0	0.01006003562	0										
15386471	2739	D058495	GLO1 | Glo1 | glyoxalase I	protein abnormalities	0	0	0.03570152074	0										
15447944	1636	D000544	ACE	Alzheimer's dementia	0	1	0.8821886182	1	0.5	only					1	1	1bg	The angiotensin-converting enzyme (ACE) gene insertion/deletion polymorphism influences ACE activity, cardiovascular risk, blood pressure, and possibly the risk of developing Alzheimer's dementia.
15447944	1636	D006973	ACE	hypertension	1	0	0.4196899235	1	1		1						m	Most specifically, the association of the deletion allele with hypertension was most pronounced in subjects with mild to moderate degrees of sleep apnea
15447944	1636	D012891	ACE	sleep apnea | sleep-disordered breathing	0	1	0.7854214311	1	1		1						m	Most specifically, the association of the deletion allele with hypertension was most pronounced in subjects with mild to moderate degrees of sleep apnea
15447944	1636	D020181	ACE	apnea-hypopnea	0	0	0.004963006359	0										
15477198	3077	C538137	HFE	Hyperferritinemia	0	0	0.007192480844	0										
15477198	3077	D006432	HFE	Hemochromatosis | hemochromatosis | hemochromatosis-associated molecular defects	1	1	0.9889588356	0										
15477198	3077	D030342	HFE	genetic disorder	0	0	0.005862967111	0										
15477198	7018	C538137	transferrin	Hyperferritinemia	0	0	0.003137439955	0										
15477198	7018	D006432	transferrin	Hemochromatosis | hemochromatosis | hemochromatosis-associated molecular defects	0	1	0.9731473327	1	0									
15477198	7018	D030342	transferrin	genetic disorder	0	0	0.00295088673	0										
15479493	354	D009369	prostate-specific antigen	cancer	0	0	0.003072834574	0										
15479493	354	D011471	prostate-specific antigen	prostate cancer	0	1	0.9659951329	1	0									
15479493	367	D009369	androgen receptor	cancer	0	0	0.004158727825	0										
15479493	367	D011471	androgen receptor	prostate cancer	1	1	0.9896195531	0										
15492837	1029	D006987	p16 | p16INK4a	reduced tumour	0	0	0.3915517628	0										
15492837	1029	D008545	p16 | p16INK4a	melanoma	0	0	0.04269087315	0										
15492837	1029	D009369	p16 | p16INK4a	decreased tumour | tumour	0	0	0.2293558121	0										
15492837	1029	D015179	p16 | p16INK4a	colorectal cancer | colorectal tumours | sporadic colorectal cancer	1	1	0.992460072	0										
15520322	6331	D002037	SCN5A	bundle-branch block	0	0	0.02225912549	0										
15520322	6331	D019571	SCN5A	arrhythmogenic disease	0	0	0.009530390613	0										
15520322	6331	D053840	SCN5A	Brugada syndrome	1	1	0.9913789034	0										
15520322	6331	D054537	SCN5A	atrioventricular block	0	0	0.01104559097	0										
15531451	3077	C562385	HFE	iron deficiency	0	1	0.8907535076	1	1	only							1bg	HFE mutations, frequent in Caucasian populations, can cause increased intestinal iron absorption and thus could protect against the development of iron deficiency.
15531451	3077	D000740	HFE	deficiency anemia	0	1	0.8304952979	1	0									
15531451	3077	D006432	HFE	Hemochromatosis	1	1	0.7797740698	0										
15535847	6648	D001943	Manganese superoxide dismutase | MnSOD | manganese superoxide dismutase	Breast Cancer | Breast cancer | breast cancer | breast cancer carcinogenesis	1	1	0.9911361933	0										
15607627	1812	D006973	DRD1 | dopamine receptor type 1 (DRD1	hypertension | hypertensive	1	1	0.9915864468	0										
15617192	1373	D020165	CPSI | carbamoylphosphate synthetase I	synthetase I deficiency	1	1	0.9472844005	0										
15622766	2539	D005955	G6PD	G6PD deficient	1	1	0.9806050062	0										
15660115	3630	D008659	insulin	metabolic disturbances	0	0	0.003478045575	0										
15660115	3630	D009765	insulin	obese | obesity	0	0	0.007267729845	0										
15660115	3952	D008659	leptin	metabolic disturbances	0	0	0.004291550722	0										
15660115	3952	D009765	leptin	obese | obesity	0	0	0.01048352104	0										
15660115	3953	D008659	LEPR | leptin receptor	metabolic disturbances	0	1	0.9359927177	1	1		1						e	To conclude, our results support the hypothesis that Gln223Arg polymorphism of LEPR in Mexican adolescents is associated with haemodynamic and metabolic disturbances related to obesity.
15660115	3953	D009765	LEPR | leptin receptor	obese | obesity	1	1	0.9934357405	0										
15671210	10	D012004	NAT2	rectal cancer	0	0	0.007567469031	0										
15671210	10	D015179	NAT2	colon cancer | colorectal cancer	1	1	0.969058454	0										
15671210	1543	D012004	CYP1A1	rectal cancer	0	0	0.005469417199	0										
15671210	1543	D015179	CYP1A1	colon cancer | colorectal cancer	1	1	0.9784846902	0										
15671210	2944	D012004	GSTM1	rectal cancer	0	0	0.0098094102	0										
15671210	2944	D015179	GSTM1	colon cancer | colorectal cancer	1	1	0.945667088	0										
15684872	3077	D004393	HFE	GH	0	1	0.960917592	1	1		1						1	In Spain, 85% of patients with genetic hemochromatosis (GH) are homozygous for the C282Y mutation of the HFE gene.
15684872	3077	D006432	HFE	genetic hemochromatosis | hemochromatosis	1	1	0.9885595441	0										
15731584	3565	D004342	interleukin 4	allergic | allergy | hypersensitivity	0	0	0.003244510619	0										
15731584	3565	D020315	interleukin 4	latex allergy | rubber latex allergy	0	0	0.01037923992	0										
15731584	3596	D004342	IL13 | interleukin 13	allergic | allergy | hypersensitivity	0	0	0.2811409533	0										
15731584	3596	D020315	IL13 | interleukin 13	latex allergy | rubber latex allergy	1	1	0.9840698242	0										
15731584	3606	D004342	IL18 | interleukin 18	allergic | allergy | hypersensitivity	0	1	0.867272675	1	0									
15731584	3606	D020315	IL18 | interleukin 18	latex allergy | rubber latex allergy	1	1	0.9929983616	0										
15735794	2153	D013927	factor V Leiden	thrombosis | thrombotic	0	1	0.9742514491	1	0									
15735794	2153	D019851	factor V Leiden	thrombophilic defects	0	0	0.003521545324	0										
15735794	2153	D020246	factor V Leiden	venous thrombosis	0	0	0.06808825582	0										
15735794	2153	D054556	factor V Leiden	venous thromboembolism	1	0	0.005998689216	1	0									
15735794	2157	D013927	FVIII | factor VIII	thrombosis | thrombotic	0	1	0.9765781164	1	1								m	Carriership of the 1241E allele, potentially conferring protection from thrombosis, was found in 22.8% of controls and in 15.3% of cases.
15735794	2157	D019851	FVIII | factor VIII	thrombophilic defects	0	0	0.03038508818	0										
15735794	2157	D020246	FVIII | factor VIII	venous thrombosis	0	1	0.9830657244	1	1									
15735794	2157	D054556	FVIII | factor VIII	venous thromboembolism	1	1	0.679104507	0										
15767331	7422	D008175	VEGF | Vascular endothelial growth factor | vascular endothelial growth factor	lung cancer	1	1	0.9935805798	0										
15767331	7422	D009362	VEGF | Vascular endothelial growth factor | vascular endothelial growth factor	metastasis of malignant tumors	0	0	0.06209718063	0										
15767331	7422	D009369	VEGF | Vascular endothelial growth factor | vascular endothelial growth factor	tumor	0	0	0.04326371104	0										
15767331	7422	D018288	VEGF | Vascular endothelial growth factor | vascular endothelial growth factor	small cell carcinoma	0	0	0.09647779167	0										
15767331	81890	D008175	TGT	lung cancer	0	0	0.02555143274	0										
15767331	81890	D009362	TGT	metastasis of malignant tumors	0	0	0.002837331267	0										
15767331	81890	D009369	TGT	tumor	0	0	0.002387041226	0										
15767331	81890	D018288	TGT	small cell carcinoma	0	0	0.002861919114	0										
15777502	672	D001943	BRCA1	breast cancer	1	1	0.9942341447	0										
15781210	2944	D008175	GSTM1 | glutathione-S-transferase M1	lung cancer	1	1	0.9912160635	0										
15781210	2944	D009369	GSTM1 | glutathione-S-transferase M1	tumor initiation	0	0	0.007653953973	0										
15781210	4968	D008175	8-oxoguanine-DNA glycosylase | OGG1	lung cancer	1	1	0.9790249467	0										
15781210	4968	D009369	8-oxoguanine-DNA glycosylase | OGG1	tumor initiation	0	0	0.003242867067	0										
15781210	8644	D008175	AKR1C3 | aldo-keto reductase 1C3	lung cancer	1	1	0.9878669977	0										
15781210	8644	D009369	AKR1C3 | aldo-keto reductase 1C3	tumor initiation	0	0	0.003672672901	0										
15784470	10344	D001172	Eotaxin-3 | eotaxin-3	RA | rheumatoid arthritis	1	1	0.9933568835	0										
